Number,Meaning,DrawDate,DrawID,PrizeType,PrizeDesc,PrizeDescZh
0915,Odd Shape Banana,03/06/2018,016/18,3,3RD PRIZE,三奖
0915,Odd Shape Banana,05/07/2005,911/05,1,1ST PRIZE,首奖
0915,Odd Shape Banana,05/07/2025,226/25,C,CONSOLATION PRIZE,安慰奖
0915,Odd Shape Banana,06/08/1987,094/87,C,CONSOLATION PRIZE,安慰奖
0915,Odd Shape Banana,08/04/2017,807/17,S,SPECIAL PRIZE,特别奖
0915,Odd Shape Banana,14/05/2005,058/05,S,SPECIAL PRIZE,特别奖
0915,Odd Shape Banana,16/01/2022,640/22,C,CONSOLATION PRIZE,安慰奖
0915,Odd Shape Banana,19/03/2003,034/03,C,CONSOLATION PRIZE,安慰奖
0915,Odd Shape Banana,19/08/2015,507/15,S,SPECIAL PRIZE,特别奖
0915,Odd Shape Banana,19/12/2009,498/09,S,SPECIAL PRIZE,特别奖
0915,Odd Shape Banana,22/04/2012,914/12,C,CONSOLATION PRIZE,安慰奖
0915,Odd Shape Banana,23/03/1991,035/91,C,CONSOLATION PRIZE,安慰奖
0915,Odd Shape Banana,24/09/1990,115/90,C,CONSOLATION PRIZE,安慰奖
0915,Odd Shape Banana,25/10/2022,776/22,S,SPECIAL PRIZE,特别奖
0915,Odd Shape Banana,26/07/2003,089/03,C,CONSOLATION PRIZE,安慰奖
0915,Odd Shape Banana,31/07/1986,091/86,S,SPECIAL PRIZE,特别奖
0916,Deformed Centipede,04/10/1987,120/87,S,SPECIAL PRIZE,特别奖
0916,Deformed Centipede,13/03/1993,031/93,C,CONSOLATION PRIZE,安慰奖
0916,Deformed Centipede,16/08/2020,392/20,S,SPECIAL PRIZE,特别奖
0916,Deformed Centipede,17/01/1999,008/99,C,CONSOLATION PRIZE,安慰奖
0916,Deformed Centipede,19/11/1995,139/95,C,CONSOLATION PRIZE,安慰奖
0916,Deformed Centipede,20/12/2000,153/00,S,SPECIAL PRIZE,特别奖
0916,Deformed Centipede,28/03/1988,038/88,S,SPECIAL PRIZE,特别奖
0916,Deformed Centipede,29/08/2012,975/12,C,CONSOLATION PRIZE,安慰奖
0916,Deformed Centipede,31/03/2019,163/19,S,SPECIAL PRIZE,特别奖
0917,Odd Shape Egg,01/07/2017,846/17,S,SPECIAL PRIZE,特别奖
0917,Odd Shape Egg,02/05/1991,052/91,C,CONSOLATION PRIZE,安慰奖
0917,Odd Shape Egg,03/01/1987,002/87,S,SPECIAL PRIZE,特别奖
0917,Odd Shape Egg,04/02/2017,775/17,S,SPECIAL PRIZE,特别奖
0917,Odd Shape Egg,04/03/2009,358/09,C,CONSOLATION PRIZE,安慰奖
0917,Odd Shape Egg,05/03/2003,028/03,S,SPECIAL PRIZE,特别奖
0917,Odd Shape Egg,11/04/1998,043/98,C,CONSOLATION PRIZE,安慰奖
0917,Odd Shape Egg,13/08/2023,913/23,S,SPECIAL PRIZE,特别奖
0917,Odd Shape Egg,15/12/1999,150/99,S,SPECIAL PRIZE,特别奖
0917,Odd Shape Egg,20/02/2024,999/24,C,CONSOLATION PRIZE,安慰奖
0917,Odd Shape Egg,21/05/2003,061/03,2,2ND PRIZE,二奖
0917,Odd Shape Egg,23/10/1986,127/86,S,SPECIAL PRIZE,特别奖
0917,Odd Shape Egg,24/07/1996,088/96,C,CONSOLATION PRIZE,安慰奖
0917,Odd Shape Egg,26/02/1987,025/87,S,SPECIAL PRIZE,特别奖
0917,Odd Shape Egg,26/09/2010,634/10,3,3RD PRIZE,三奖
0917,Odd Shape Egg,26/10/2022,777/22,S,SPECIAL PRIZE,特别奖
0917,Odd Shape Egg,28/08/1989,103/89,S,SPECIAL PRIZE,特别奖
0918,Odd Shape Eyebrow,06/01/1992,003/92,C,CONSOLATION PRIZE,安慰奖
0918,Odd Shape Eyebrow,12/06/1991,904/91,C,CONSOLATION PRIZE,安慰奖
0918,Odd Shape Eyebrow,14/05/1994,058/94,S,SPECIAL PRIZE,特别奖
0918,Odd Shape Eyebrow,16/06/2024,053/24,S,SPECIAL PRIZE,特别奖
0918,Odd Shape Eyebrow,21/06/2014,300/14,S,SPECIAL PRIZE,特别奖
0918,Odd Shape Eyebrow,21/06/2026,384/26,C,CONSOLATION PRIZE,安慰奖
0918,Odd Shape Eyebrow,23/09/2000,115/00,S,SPECIAL PRIZE,特别奖
0918,Odd Shape Eyebrow,24/12/2016,752/16,S,SPECIAL PRIZE,特别奖
0918,Odd Shape Eyebrow,25/04/2018,997/18,C,CONSOLATION PRIZE,安慰奖
0918,Odd Shape Eyebrow,27/06/2010,591/10,S,SPECIAL PRIZE,特别奖
0918,Odd Shape Eyebrow,28/06/2023,892/23,S,SPECIAL PRIZE,特别奖
0918,Odd Shape Eyebrow,29/09/2012,990/12,S,SPECIAL PRIZE,特别奖
0919,Jade or 35th Wedding Anniversary,01/01/2025,142/25,C,CONSOLATION PRIZE,安慰奖
0919,Jade or 35th Wedding Anniversary,04/06/2025,213/25,S,SPECIAL PRIZE,特别奖
0919,Jade or 35th Wedding Anniversary,07/11/2015,546/15,C,CONSOLATION PRIZE,安慰奖
0919,Jade or 35th Wedding Anniversary,10/10/1985,073/85,C,CONSOLATION PRIZE,安慰奖
0919,Jade or 35th Wedding Anniversary,11/02/1998,018/98,C,CONSOLATION PRIZE,安慰奖
0919,Jade or 35th Wedding Anniversary,11/03/2017,793/17,C,CONSOLATION PRIZE,安慰奖
0919,Jade or 35th Wedding Anniversary,11/12/1999,148/99,C,CONSOLATION PRIZE,安慰奖
0919,Jade or 35th Wedding Anniversary,15/06/1996,071/96,C,CONSOLATION PRIZE,安慰奖
0919,Jade or 35th Wedding Anniversary,15/12/2019,282/19,S,SPECIAL PRIZE,特别奖
0919,Jade or 35th Wedding Anniversary,20/08/2005,100/05,C,CONSOLATION PRIZE,安慰奖
0919,Jade or 35th Wedding Anniversary,26/01/2005,012/05,S,SPECIAL PRIZE,特别奖
0919,Jade or 35th Wedding Anniversary,26/03/1990,037/90,S,SPECIAL PRIZE,特别奖
0919,Jade or 35th Wedding Anniversary,27/05/1989,063/89,C,CONSOLATION PRIZE,安慰奖
0919,Jade or 35th Wedding Anniversary,29/06/2024,059/24,C,CONSOLATION PRIZE,安慰奖
0919,Jade or 35th Wedding Anniversary,30/06/2001,077/01,S,SPECIAL PRIZE,特别奖
0919,Jade or 35th Wedding Anniversary,30/09/2014,348/14,3,3RD PRIZE,三奖
0920,Ape-Like Person,01/07/2007,084/07,S,SPECIAL PRIZE,特别奖
0920,Ape-Like Person,02/03/2008,196/08,S,SPECIAL PRIZE,特别奖
0920,Ape-Like Person,04/09/1989,106/89,C,CONSOLATION PRIZE,安慰奖
0920,Ape-Like Person,07/09/1986,108/86,C,CONSOLATION PRIZE,安慰奖
0920,Ape-Like Person,08/03/1990,029/90,C,CONSOLATION PRIZE,安慰奖
0920,Ape-Like Person,08/07/1993,081/93,S,SPECIAL PRIZE,特别奖
0920,Ape-Like Person,08/08/1999,095/99,2,2ND PRIZE,二奖
0920,Ape-Like Person,11/09/2004,109/04,S,SPECIAL PRIZE,特别奖
0920,Ape-Like Person,13/08/2025,244/25,C,CONSOLATION PRIZE,安慰奖
0920,Ape-Like Person,16/03/1986,033/86,C,CONSOLATION PRIZE,安慰奖
0920,Ape-Like Person,19/11/2014,373/14,C,CONSOLATION PRIZE,安慰奖
0920,Ape-Like Person,22/05/2016,647/16,C,CONSOLATION PRIZE,安慰奖
0920,Ape-Like Person,22/06/2011,765/11,C,CONSOLATION PRIZE,安慰奖
0920,Ape-Like Person,28/12/1989,155/89,S,SPECIAL PRIZE,特别奖
0920,Ape-Like Person,30/05/2009,398/09,S,SPECIAL PRIZE,特别奖
0920,Ape-Like Person,31/01/1988,014/88,C,CONSOLATION PRIZE,安慰奖
0921,Deformed Puppy,04/04/2010,551/10,S,SPECIAL PRIZE,特别奖
0921,Deformed Puppy,04/05/2016,639/16,C,CONSOLATION PRIZE,安慰奖
0921,Deformed Puppy,05/12/1988,146/88,C,CONSOLATION PRIZE,安慰奖
0921,Deformed Puppy,06/01/2015,397/15,S,SPECIAL PRIZE,特别奖
0921,Deformed Puppy,07/08/2004,094/04,C,CONSOLATION PRIZE,安慰奖
0921,Deformed Puppy,11/06/1988,070/88,C,CONSOLATION PRIZE,安慰奖
0921,Deformed Puppy,12/02/1987,019/87,C,CONSOLATION PRIZE,安慰奖
0921,Deformed Puppy,12/02/2008,187/08,S,SPECIAL PRIZE,特别奖
0921,Deformed Puppy,13/01/1992,006/92,C,CONSOLATION PRIZE,安慰奖
0921,Deformed Puppy,15/05/1993,058/93,S,SPECIAL PRIZE,特别奖
0921,Deformed Puppy,16/08/2000,099/00,C,CONSOLATION PRIZE,安慰奖
0921,Deformed Puppy,17/01/2016,582/16,2,2ND PRIZE,二奖
0921,Deformed Puppy,20/09/1990,113/90,S,SPECIAL PRIZE,特别奖
0921,Deformed Puppy,22/07/1993,087/93,C,CONSOLATION PRIZE,安慰奖
0921,Deformed Puppy,26/08/2001,102/01,C,CONSOLATION PRIZE,安慰奖
0921,Deformed Puppy,28/01/2006,012/06,C,CONSOLATION PRIZE,安慰奖
0922,Deformed Duckling,01/02/2014,231/14,C,CONSOLATION PRIZE,安慰奖
0922,Deformed Duckling,01/12/1996,144/96,C,CONSOLATION PRIZE,安慰奖
0922,Deformed Duckling,02/05/2009,385/09,S,SPECIAL PRIZE,特别奖
0922,Deformed Duckling,03/05/2016,638/16,C,CONSOLATION PRIZE,安慰奖
0922,Deformed Duckling,03/07/2011,771/11,C,CONSOLATION PRIZE,安慰奖
0922,Deformed Duckling,03/12/2022,796/22,S,SPECIAL PRIZE,特别奖
0922,Deformed Duckling,10/01/1988,005/88,C,CONSOLATION PRIZE,安慰奖
0922,Deformed Duckling,10/06/2026,379/26,S,SPECIAL PRIZE,特别奖
0922,Deformed Duckling,11/05/2022,693/22,C,CONSOLATION PRIZE,安慰奖
0922,Deformed Duckling,13/05/1998,057/98,S,SPECIAL PRIZE,特别奖
0922,Deformed Duckling,15/10/2006,124/06,S,SPECIAL PRIZE,特别奖
0922,Deformed Duckling,17/01/2006,902/06,S,SPECIAL PRIZE,特别奖
0922,Deformed Duckling,17/10/2012,999/12,C,CONSOLATION PRIZE,安慰奖
0922,Deformed Duckling,22/01/1987,010/87,C,CONSOLATION PRIZE,安慰奖
0922,Deformed Duckling,25/06/1988,076/88,S,SPECIAL PRIZE,特别奖
0922,Deformed Duckling,25/08/2004,102/04,1,1ST PRIZE,首奖
0922,Deformed Duckling,25/11/2017,920/17,S,SPECIAL PRIZE,特别奖
0922,Deformed Duckling,26/09/2021,585/21,S,SPECIAL PRIZE,特别奖
0922,Deformed Duckling,27/03/1986,037/86,C,CONSOLATION PRIZE,安慰奖
0922,Deformed Duckling,27/09/2008,285/08,S,SPECIAL PRIZE,特别奖
0922,Deformed Duckling,30/05/2021,527/21,C,CONSOLATION PRIZE,安慰奖
0923,Deformed Boar,01/05/2005,053/05,C,CONSOLATION PRIZE,安慰奖
0923,Deformed Boar,04/11/1991,132/91,C,CONSOLATION PRIZE,安慰奖
0923,Deformed Boar,06/01/2007,002/07,S,SPECIAL PRIZE,特别奖
0923,Deformed Boar,07/03/2018,974/18,C,CONSOLATION PRIZE,安慰奖
0923,Deformed Boar,08/12/1988,147/88,C,CONSOLATION PRIZE,安慰奖
0923,Deformed Boar,10/12/2022,800/22,S,SPECIAL PRIZE,特别奖
0923,Deformed Boar,11/03/2023,844/23,C,CONSOLATION PRIZE,安慰奖
0923,Deformed Boar,16/05/2018,008/18,C,CONSOLATION PRIZE,安慰奖
0923,Deformed Boar,17/12/1990,151/90,C,CONSOLATION PRIZE,安慰奖
0923,Deformed Boar,20/12/1997,152/97,2,2ND PRIZE,二奖
0923,Deformed Boar,26/02/2023,838/23,S,SPECIAL PRIZE,特别奖
0923,Deformed Boar,27/06/2012,945/12,C,CONSOLATION PRIZE,安慰奖
0923,Deformed Boar,28/09/2010,635/10,C,CONSOLATION PRIZE,安慰奖
0923,Deformed Boar,31/10/2018,091/18,S,SPECIAL PRIZE,特别奖
0924,Deformed Lamb,04/08/2012,963/12,2,2ND PRIZE,二奖
0924,Deformed Lamb,04/12/2024,129/24,S,SPECIAL PRIZE,特别奖
0924,Deformed Lamb,06/05/1991,054/91,S,SPECIAL PRIZE,特别奖
0924,Deformed Lamb,07/04/2021,503/21,S,SPECIAL PRIZE,特别奖
0924,Deformed Lamb,08/01/2023,815/23,S,SPECIAL PRIZE,特别奖
0924,Deformed Lamb,09/09/1998,108/98,C,CONSOLATION PRIZE,安慰奖
0924,Deformed Lamb,14/12/1985,101/85,S,SPECIAL PRIZE,特别奖
0924,Deformed Lamb,17/07/2024,067/24,C,CONSOLATION PRIZE,安慰奖
0924,Deformed Lamb,20/08/2008,269/08,C,CONSOLATION PRIZE,安慰奖
0924,Deformed Lamb,22/11/2009,486/09,S,SPECIAL PRIZE,特别奖
0924,Deformed Lamb,26/08/2017,874/17,S,SPECIAL PRIZE,特别奖
0924,Deformed Lamb,27/08/2008,272/08,S,SPECIAL PRIZE,特别奖
0924,Deformed Lamb,29/09/2012,990/12,2,2ND PRIZE,二奖
0925,Coconut Tree With 3 Branches,01/08/2017,862/17,S,SPECIAL PRIZE,特别奖
0925,Coconut Tree With 3 Branches,01/10/1994,118/94,S,SPECIAL PRIZE,特别奖
0925,Coconut Tree With 3 Branches,02/05/2004,053/04,S,SPECIAL PRIZE,特别奖
0925,Coconut Tree With 3 Branches,02/11/2016,727/16,S,SPECIAL PRIZE,特别奖
0925,Coconut Tree With 3 Branches,03/04/1999,040/99,C,CONSOLATION PRIZE,安慰奖
0925,Coconut Tree With 3 Branches,03/08/1991,092/91,S,SPECIAL PRIZE,特别奖
0925,Coconut Tree With 3 Branches,04/10/2025,266/25,S,SPECIAL PRIZE,特别奖
0925,Coconut Tree With 3 Branches,08/02/2025,160/25,3,3RD PRIZE,三奖
0925,Coconut Tree With 3 Branches,09/12/1989,147/89,C,CONSOLATION PRIZE,安慰奖
0925,Coconut Tree With 3 Branches,10/01/1998,004/98,C,CONSOLATION PRIZE,安慰奖
0925,Coconut Tree With 3 Branches,11/01/2009,334/09,C,CONSOLATION PRIZE,安慰奖
0925,Coconut Tree With 3 Branches,11/02/2003,902/03,C,CONSOLATION PRIZE,安慰奖
0925,Coconut Tree With 3 Branches,13/01/2019,127/19,S,SPECIAL PRIZE,特别奖
0925,Coconut Tree With 3 Branches,15/12/2009,496/09,C,CONSOLATION PRIZE,安慰奖
0925,Coconut Tree With 3 Branches,16/04/1997,046/97,S,SPECIAL PRIZE,特别奖
0925,Coconut Tree With 3 Branches,16/12/2017,931/17,C,CONSOLATION PRIZE,安慰奖
0925,Coconut Tree With 3 Branches,17/08/2008,268/08,S,SPECIAL PRIZE,特别奖
0925,Coconut Tree With 3 Branches,18/06/1995,073/95,C,CONSOLATION PRIZE,安慰奖
0925,Coconut Tree With 3 Branches,19/03/1997,034/97,S,SPECIAL PRIZE,特别奖
0925,Coconut Tree With 3 Branches,26/08/2012,973/12,S,SPECIAL PRIZE,特别奖
0925,Coconut Tree With 3 Branches,28/12/1994,156/94,C,CONSOLATION PRIZE,安慰奖
0925,Coconut Tree With 3 Branches,31/12/2003,157/03,S,SPECIAL PRIZE,特别奖
0926,Abnormal Foetus,02/02/2005,015/05,S,SPECIAL PRIZE,特别奖
0926,Abnormal Foetus,03/01/1994,002/94,S,SPECIAL PRIZE,特别奖
0926,Abnormal Foetus,04/02/2004,015/04,S,SPECIAL PRIZE,特别奖
0926,Abnormal Foetus,08/06/2008,238/08,S,SPECIAL PRIZE,特别奖
0926,Abnormal Foetus,13/06/1992,071/92,1,1ST PRIZE,首奖
0926,Abnormal Foetus,18/02/1995,021/95,C,CONSOLATION PRIZE,安慰奖
0926,Abnormal Foetus,18/12/1994,152/94,C,CONSOLATION PRIZE,安慰奖
0926,Abnormal Foetus,19/11/1994,139/94,C,CONSOLATION PRIZE,安慰奖
0926,Abnormal Foetus,22/04/2017,813/17,C,CONSOLATION PRIZE,安慰奖
0926,Abnormal Foetus,23/08/2025,248/25,S,SPECIAL PRIZE,特别奖
0926,Abnormal Foetus,26/03/1987,037/87,C,CONSOLATION PRIZE,安慰奖
0926,Abnormal Foetus,27/01/2007,011/07,S,SPECIAL PRIZE,特别奖
0927,Odd Shape Tree,01/03/2014,246/14,1,1ST PRIZE,首奖
0927,Odd Shape Tree,01/05/1996,052/96,C,CONSOLATION PRIZE,安慰奖
0927,Odd Shape Tree,01/10/2006,118/06,S,SPECIAL PRIZE,特别奖
0927,Odd Shape Tree,04/02/1996,015/96,C,CONSOLATION PRIZE,安慰奖
0927,Odd Shape Tree,05/07/2017,849/17,C,CONSOLATION PRIZE,安慰奖
0927,Odd Shape Tree,09/06/2013,117/13,C,CONSOLATION PRIZE,安慰奖
0927,Odd Shape Tree,09/08/1995,095/95,C,CONSOLATION PRIZE,安慰奖
0927,Odd Shape Tree,09/08/2000,096/00,C,CONSOLATION PRIZE,安慰奖
0927,Odd Shape Tree,11/02/2014,237/14,C,CONSOLATION PRIZE,安慰奖
0927,Odd Shape Tree,11/05/2013,103/13,S,SPECIAL PRIZE,特别奖
0927,Odd Shape Tree,16/04/2023,860/23,1,1ST PRIZE,首奖
0927,Odd Shape Tree,22/07/2001,087/01,C,CONSOLATION PRIZE,安慰奖
0927,Odd Shape Tree,23/01/1986,010/86,C,CONSOLATION PRIZE,安慰奖
0927,Odd Shape Tree,27/02/2022,661/22,C,CONSOLATION PRIZE,安慰奖
0927,Odd Shape Tree,27/03/2019,161/19,C,CONSOLATION PRIZE,安慰奖
0928,Odd Shape Hand Print,01/07/2023,893/23,S,SPECIAL PRIZE,特别奖
0928,Odd Shape Hand Print,01/11/1987,132/87,2,2ND PRIZE,二奖
0928,Odd Shape Hand Print,09/09/1991,108/91,C,CONSOLATION PRIZE,安慰奖
0928,Odd Shape Hand Print,13/09/2014,340/14,S,SPECIAL PRIZE,特别奖
0928,Odd Shape Hand Print,13/11/2011,834/11,C,CONSOLATION PRIZE,安慰奖
0928,Odd Shape Hand Print,16/01/2018,946/18,C,CONSOLATION PRIZE,安慰奖
0928,Odd Shape Hand Print,20/10/1999,126/99,C,CONSOLATION PRIZE,安慰奖
0928,Odd Shape Hand Print,22/07/2009,424/09,S,SPECIAL PRIZE,特别奖
0928,Odd Shape Hand Print,25/09/1999,115/99,C,CONSOLATION PRIZE,安慰奖
0928,Odd Shape Hand Print,27/03/2018,983/18,S,SPECIAL PRIZE,特别奖
0928,Odd Shape Hand Print,27/04/1986,051/86,S,SPECIAL PRIZE,特别奖
0928,Odd Shape Hand Print,28/08/2019,231/19,S,SPECIAL PRIZE,特别奖
0928,Odd Shape Hand Print,31/01/2023,826/23,S,SPECIAL PRIZE,特别奖
0929,Feeding Medicine To Baby,01/06/2011,756/11,C,CONSOLATION PRIZE,安慰奖
0929,Feeding Medicine To Baby,02/08/2026,403/26,C,CONSOLATION PRIZE,安慰奖
0929,Feeding Medicine To Baby,03/05/2014,277/14,C,CONSOLATION PRIZE,安慰奖
0929,Feeding Medicine To Baby,06/09/1997,107/97,C,CONSOLATION PRIZE,安慰奖
0929,Feeding Medicine To Baby,07/10/2006,120/06,S,SPECIAL PRIZE,特别奖
0929,Feeding Medicine To Baby,08/07/2012,951/12,C,CONSOLATION PRIZE,安慰奖
0929,Feeding Medicine To Baby,09/10/2013,175/13,C,CONSOLATION PRIZE,安慰奖
0929,Feeding Medicine To Baby,13/05/2023,871/23,C,CONSOLATION PRIZE,安慰奖
0929,Feeding Medicine To Baby,22/11/1986,140/86,S,SPECIAL PRIZE,特别奖
0929,Feeding Medicine To Baby,25/05/2011,752/11,C,CONSOLATION PRIZE,安慰奖
0929,Feeding Medicine To Baby,27/09/2020,411/20,3,3RD PRIZE,三奖
0929,Feeding Medicine To Baby,28/03/1991,037/91,C,CONSOLATION PRIZE,安慰奖
0930,Odd Shape Fruit,02/10/1989,118/89,C,CONSOLATION PRIZE,安慰奖
0930,Odd Shape Fruit,03/10/2007,127/07,C,CONSOLATION PRIZE,安慰奖
0930,Odd Shape Fruit,05/07/2011,772/11,S,SPECIAL PRIZE,特别奖
0930,Odd Shape Fruit,05/11/1994,133/94,S,SPECIAL PRIZE,特别奖
0930,Odd Shape Fruit,11/10/2006,122/06,C,CONSOLATION PRIZE,安慰奖
0930,Odd Shape Fruit,11/11/2009,480/09,C,CONSOLATION PRIZE,安慰奖
0930,Odd Shape Fruit,17/04/2013,091/13,2,2ND PRIZE,二奖
0930,Odd Shape Fruit,18/12/2024,135/24,S,SPECIAL PRIZE,特别奖
0930,Odd Shape Fruit,19/04/2009,380/09,1,1ST PRIZE,首奖
0930,Odd Shape Fruit,19/05/1988,060/88,1,1ST PRIZE,首奖
0930,Odd Shape Fruit,24/04/2007,052/07,C,CONSOLATION PRIZE,安慰奖
0930,Odd Shape Fruit,26/01/2022,645/22,S,SPECIAL PRIZE,特别奖
0930,Odd Shape Fruit,28/12/2005,156/05,C,CONSOLATION PRIZE,安慰奖
0931,Funny Looking Banana Tree,01/02/2012,874/12,S,SPECIAL PRIZE,特别奖
0931,Funny Looking Banana Tree,02/02/1986,015/86,S,SPECIAL PRIZE,特别奖
0931,Funny Looking Banana Tree,02/07/2022,718/22,C,CONSOLATION PRIZE,安慰奖
0931,Funny Looking Banana Tree,02/11/1985,083/85,S,SPECIAL PRIZE,特别奖
0931,Funny Looking Banana Tree,05/08/2012,964/12,1,1ST PRIZE,首奖
0931,Funny Looking Banana Tree,08/04/2012,907/12,C,CONSOLATION PRIZE,安慰奖
0931,Funny Looking Banana Tree,08/08/2026,405/26,S,SPECIAL PRIZE,特别奖
0931,Funny Looking Banana Tree,09/02/2013,057/13,S,SPECIAL PRIZE,特别奖
0931,Funny Looking Banana Tree,11/01/1990,005/90,S,SPECIAL PRIZE,特别奖
0931,Funny Looking Banana Tree,13/01/1994,006/94,C,CONSOLATION PRIZE,安慰奖
0931,Funny Looking Banana Tree,17/02/1996,020/96,C,CONSOLATION PRIZE,安慰奖
0931,Funny Looking Banana Tree,17/05/1995,059/95,S,SPECIAL PRIZE,特别奖
0931,Funny Looking Banana Tree,17/05/2025,204/25,1,1ST PRIZE,首奖
0931,Funny Looking Banana Tree,18/06/2014,299/14,S,SPECIAL PRIZE,特别奖
0931,Funny Looking Banana Tree,19/02/1995,022/95,S,SPECIAL PRIZE,特别奖
0931,Funny Looking Banana Tree,23/04/2022,685/22,C,CONSOLATION PRIZE,安慰奖
0931,Funny Looking Banana Tree,25/01/2006,011/06,S,SPECIAL PRIZE,特别奖
0931,Funny Looking Banana Tree,27/06/1999,077/99,C,CONSOLATION PRIZE,安慰奖
0931,Funny Looking Banana Tree,29/03/1995,038/95,2,2ND PRIZE,二奖
0931,Funny Looking Banana Tree,31/01/2004,013/04,1,1ST PRIZE,首奖
0932,Deformed Lizard,05/01/2019,123/19,C,CONSOLATION PRIZE,安慰奖
0932,Deformed Lizard,09/10/1999,121/99,S,SPECIAL PRIZE,特别奖
0932,Deformed Lizard,11/01/2003,005/03,S,SPECIAL PRIZE,特别奖
0932,Deformed Lizard,13/09/1989,902/89,C,CONSOLATION PRIZE,安慰奖
0932,Deformed Lizard,14/10/2000,124/00,C,CONSOLATION PRIZE,安慰奖
0932,Deformed Lizard,16/02/2020,312/20,C,CONSOLATION PRIZE,安慰奖
0932,Deformed Lizard,16/06/2010,586/10,C,CONSOLATION PRIZE,安慰奖
0932,Deformed Lizard,20/10/2012,001/12,C,CONSOLATION PRIZE,安慰奖
0932,Deformed Lizard,22/10/2023,944/23,S,SPECIAL PRIZE,特别奖
0932,Deformed Lizard,23/02/1997,024/97,S,SPECIAL PRIZE,特别奖
0932,Deformed Lizard,25/09/2011,809/11,2,2ND PRIZE,二奖
0932,Deformed Lizard,27/12/1998,155/98,C,CONSOLATION PRIZE,安慰奖
0933,Odd Shape Stone,01/04/2006,039/06,S,SPECIAL PRIZE,特别奖
0933,Odd Shape Stone,05/05/2012,919/12,S,SPECIAL PRIZE,特别奖
0933,Odd Shape Stone,10/03/2013,073/13,C,CONSOLATION PRIZE,安慰奖
0933,Odd Shape Stone,11/05/2008,226/08,S,SPECIAL PRIZE,特别奖
0933,Odd Shape Stone,13/03/1989,031/89,S,SPECIAL PRIZE,特别奖
0933,Odd Shape Stone,14/05/1987,058/87,3,3RD PRIZE,三奖
0933,Odd Shape Stone,14/11/1998,136/98,C,CONSOLATION PRIZE,安慰奖
0933,Odd Shape Stone,16/03/1991,032/91,C,CONSOLATION PRIZE,安慰奖
0933,Odd Shape Stone,19/04/1995,047/95,C,CONSOLATION PRIZE,安慰奖
0933,Odd Shape Stone,21/08/2013,151/13,C,CONSOLATION PRIZE,安慰奖
0933,Odd Shape Stone,25/09/1999,115/99,C,CONSOLATION PRIZE,安慰奖
0933,Odd Shape Stone,27/08/2025,250/25,2,2ND PRIZE,二奖
0933,Odd Shape Stone,29/03/2014,260/14,C,CONSOLATION PRIZE,安慰奖
0933,Odd Shape Stone,29/07/2017,860/17,C,CONSOLATION PRIZE,安慰奖
0933,Odd Shape Stone,30/01/1986,013/86,C,CONSOLATION PRIZE,安慰奖
0933,Odd Shape Stone,30/10/2016,725/16,S,SPECIAL PRIZE,特别奖
0934,Deformed Elephant,03/06/1991,066/91,S,SPECIAL PRIZE,特别奖
0934,Deformed Elephant,05/09/2004,107/04,S,SPECIAL PRIZE,特别奖
0934,Deformed Elephant,06/11/2018,094/18,C,CONSOLATION PRIZE,安慰奖
0934,Deformed Elephant,07/06/2025,214/25,S,SPECIAL PRIZE,特别奖
0934,Deformed Elephant,09/01/1988,004/88,S,SPECIAL PRIZE,特别奖
0934,Deformed Elephant,12/07/2008,252/08,S,SPECIAL PRIZE,特别奖
0934,Deformed Elephant,15/08/1991,097/91,C,CONSOLATION PRIZE,安慰奖
0934,Deformed Elephant,15/11/2003,137/03,C,CONSOLATION PRIZE,安慰奖
0934,Deformed Elephant,17/08/1991,098/91,C,CONSOLATION PRIZE,安慰奖
0934,Deformed Elephant,18/02/2007,022/07,C,CONSOLATION PRIZE,安慰奖
0934,Deformed Elephant,19/02/2025,166/25,S,SPECIAL PRIZE,特别奖
0934,Deformed Elephant,21/04/1988,048/88,C,CONSOLATION PRIZE,安慰奖
0934,Deformed Elephant,23/04/2000,050/00,C,CONSOLATION PRIZE,安慰奖
0934,Deformed Elephant,24/02/2008,193/08,S,SPECIAL PRIZE,特别奖
0934,Deformed Elephant,24/12/1992,154/92,C,CONSOLATION PRIZE,安慰奖
0934,Deformed Elephant,25/06/1990,076/90,C,CONSOLATION PRIZE,安慰奖
0934,Deformed Elephant,27/06/2020,369/20,S,SPECIAL PRIZE,特别奖
0934,Deformed Elephant,28/10/2012,005/12,C,CONSOLATION PRIZE,安慰奖
0934,Deformed Elephant,29/03/2000,039/00,C,CONSOLATION PRIZE,安慰奖
0934,Deformed Elephant,31/03/2010,549/10,S,SPECIAL PRIZE,特别奖
0934,Deformed Elephant,31/03/2021,499/21,S,SPECIAL PRIZE,特别奖
0935,Deformed Tiger,04/11/2006,132/06,S,SPECIAL PRIZE,特别奖
0935,Deformed Tiger,06/05/2026,364/26,3,3RD PRIZE,三奖
0935,Deformed Tiger,07/01/2017,760/17,C,CONSOLATION PRIZE,安慰奖
0935,Deformed Tiger,07/09/2011,801/11,2,2ND PRIZE,二奖
0935,Deformed Tiger,07/10/1989,120/89,S,SPECIAL PRIZE,特别奖
0935,Deformed Tiger,08/10/2017,897/17,S,SPECIAL PRIZE,特别奖
0935,Deformed Tiger,11/09/2011,803/11,C,CONSOLATION PRIZE,安慰奖
0935,Deformed Tiger,14/03/2026,340/26,C,CONSOLATION PRIZE,安慰奖
